"ExternalKey","PromoCode","Name","EventType","StartDate","EndDate","Mechanics","DisplayType","CustomerStatus"
"NVGMYP00000000454398","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454399","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454400","CMOREQ4'24","2024_Q4_MMM_Chipsmore MP_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454401","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454402","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454404","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mid Pack_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454405","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454406","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454407","CMOREQ4'24","2024_Q4_Renovation_Chipsmore MP_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454408","TIGERQ4'24","2024_Q4_Renovation_Tiger Basic_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454409","TIGERQ4'24","2024_Q4_Renovation_Tiger Mid Pack_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454410","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454411","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Aeon","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454528","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mid Pack_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454529","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454531","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454532","CMOREQ4'24","2024_Q4_MMM_Chipsmore MP_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454533","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454534","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_Aeon Big","Building Block","01/07/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454535","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mid Pack_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454536","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454537","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454538","CMOREQ4'24","2024_Q4_Renovation_Chipsmore MP_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454539","TIGERQ4'24","2024_Q4_Renovation_Tiger Basic_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454540","TIGERQ4'24","2024_Q4_Renovation_Tiger Mid Pack_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454541","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454542","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454548","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Caring","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454576","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454577","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454578","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454579","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454580","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454581","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454582","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454583","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Watson","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454716","99SMCHOC5TIER","99SM_ CHOCOLATEADDITIONALTIERRENTAL_ FY2024","Trade Spend Only","01/01/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000454851","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mid Pack_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454852","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454853","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MVP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454854","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454855","CMOREQ4'24","2024_Q4_MMM_Chipsmore MP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454856","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454857","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454858","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mid Pack_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454859","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454860","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MVP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454861","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454862","CMOREQ4'24","2024_Q4_Renovation_Chipsmore MP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454864","TIGERQ4'24","2024_Q4_Renovation_Tiger Basic_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454865","TIGERQ4'24","2024_Q4_Renovation_Tiger Mid Pack_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454866","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454867","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454986","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mid Pack_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454987","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454988","CMOREQ4'24","2024_Q4_MMM_Chipsmore MP_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454989","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454991","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454995","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mid Pack_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454996","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454997","CMOREQ4'24","2024_Q4_Renovation_Chipsmore MP_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454998","TIGERQ4'24","2024_Q4_Renovation_Tiger Mid Pack_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000454999","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_LOTUSS","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455112","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455122","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mid Pack_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455123","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MVP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455124","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455125","CMOREQ4'24","2024_Q4_MMM_Chipsmore MP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455126","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455127","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455128","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mid Pack_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455129","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MVP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455130","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455131","CMOREQ4'24","2024_Q4_Renovation_Chipsmore MP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455132","TIGERQ4'24","2024_Q4_Renovation_Tiger Basic_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455133","TIGERQ4'24","2024_Q4_Renovation_Tiger Mid Pack_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455134","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455135","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455144","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_Mydin","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455434","ANNI 2024","2024_CAD_AEON_ANNIVERSARY","Trade Spend Only","01/01/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000455446","ANNI 2024","2024_MDLZ_AEON_ANNIVERSARY","Trade Spend Only","01/01/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000455453","HZ 2024","2024_CAD_HZ_COUNTERTOP_MS","Trade Spend Only","01/01/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000455466","2024","MYDIN_MDLZ_ ANNIVERSARY/ BRAND FAIR SUPPORT","Trade Spend Only","01/09/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000455510","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mid Pack_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455511","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455512","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MVP_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455513","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455514","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455515","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455516","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mid Pack_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455517","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455518","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MVP_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455519","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455520","TIGERQ4'24","2024_Q4_Renovation_Tiger Basic_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455521","TIGERQ4'24","2024_Q4_Renovation_Tiger Mid Pack_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455522","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455523","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455559","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mid Pack_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455560","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MP_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455561","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini MVP_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455562","CMOREQ4'24","2024_Q4_MMM_Chipsmore Mini_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455563","OREOQ4'24","2024_Q4_MMM_Oreo FS_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455564","OREOQ4'24","2024_Q4_MMM_Oreo MP_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455565","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mid Pack_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455566","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MP_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455567","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini MVP_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455568","CMOREQ4'24","2024_Q4_Renovation_Chipsmore Mini_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455569","TIGERQ4'24","2024_Q4_Renovation_Tiger Basic_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455570","TIGERQ4'24","2024_Q4_Renovation_Tiger Mid Pack_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455571","TIGERQ4'24","2024_Q4_Renovation_Tiger MP_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455572","TIGERQ4'24","2024_Q4_Renovation_Tiger Small Pack_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000455732","99SM1224","99SM_CAD_LICKABLE_TPR10%@RM4.99_1224","Default","26/11/2024","26/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000468999","CATCHAMOMENT","1224_BSN_MDLZ_CAD COOKIE_B1 @RM3.80_9.77%_CATCHAMOMENT","Default","01/12/2024","16/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000469000","NSO","24_BSN_MDLZ_TTA_NEW STORE","Trade Spend Only","01/02/2024","31/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000469001","1ST TIER","24_BSN_MDLZ_TTA_VR_1st TIER DISPLAY","Trade Spend Only","01/02/2024","31/12/2024","Display Only","Homeshelf","Sent for confirmation"
"NVGMYP00000000469002","1ST TIER","24_BSN_CAD_TTA_VR_1ST TIER DISPLAY","Trade Spend Only","01/02/2024","31/12/2024","Display Only","Homeshelf","Sent for confirmation"
"NVGMYP00000000469009","NSO","24_BSN_CAD_TTA_VR_NEWSTORE","Trade Spend Only","01/02/2024","31/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000469013","PW DISPLAY","24_BSN_CAD_TTA_VR_PW DISPLAY","Trade Spend Only","01/02/2024","31/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000469205","GE","1224_BSN_CAD_CDM OREO BUBBLY_B1 @RM 5_10%_GE","Default","01/12/2024","31/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000469206","GE","1124_BSN_CAD_CDM SMALL BAR INC_B1 @RM 3.50_8.1%_GE","Default","14/10/2024","18/11/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP00000000469207","GE","1124_BSN_CAD_CDM SMALL BAR_B1 @RM 3.50_8.10%_GE","Default","14/10/2024","18/11/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP00000000456607","GE","1224_7E_CAD_HALLS XS_B1@RM3_11.96%_GE","Default","18/11/2024","17/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000456623","GE","1224_7E_CAD_CDM SMALL BAR INC_B1@RM3.50_14.23%_GE","Default","25/11/2024","23/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000456624","GE","1224_7E_CAD_CDM SMALL BAR_B1@RM3.50_14.23%_GE","Default","25/11/2024","23/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000456726","GE","1224_7E_MDLZ_OREO FS_B1@RM3.50_10.9%_GE","Default","11/11/2024","16/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000456729","RBPQ4'24","2024_Q4_Flowback for RBP Big_Royal Baking Powder_MT_Purveyor","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000456733","RBPQ4'24","2024_Q4_Flowback for RBP Big_Royal Baking Powder_MT_Trendcell","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000456911","CHOC_24","DEC24_GIANT_CADBURY_CDM160G INCLUSIONS_BUY 1 RM8.50_TPR15%_MAILER","Default","12/12/2024","01/01/2025","Price-Off","Display - Small","Sent for confirmation"
"NVGMYP00000000456919","CHOC_24","DEC24_GIANT_CADBURY_CDM SHAREBAG_BUY 1 RM8.99_TPR13%_MAILER_1","Default","28/11/2024","12/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000456928","CHOC_24","DEC24_GIANT_CADBURY_CDM FAV SHAREBAG_BUY 1 RM15.49_TPR9%_MAILER","Default","12/12/2024","01/01/2025","Price-Off","Display - Small","Sent for confirmation"
"NVGMYP00000000456942","CHOC_24","DEC24_GIANT_CADBURY_CDM NEAP JAR_BUY 1 RM22.89_TPR9%_MAILER","Default","28/11/2024","12/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000456997","TW_24","DEC24_GIANT_MDLZ_TW_CHEEZEL60G_BUY 1 RM1.89_TPR6%_MAILER","Default","12/12/2024","01/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP00000000457003","OREO_24","DEC24_GIANT_MDLZ_OREO FS_BUY 1 RM2.79_TPR12%_MAILER","Default","12/12/2024","01/01/2025","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000457133","JCB_24","DEC24_GIANT_MDLZ_JACOBS MPK500G_BUY 1 RM8.89_TPR14%_MAILER","Default","01/12/2024","31/12/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP00000000457140","JCB_24","DEC24_GIANT_MDLZ_JACOBS BAKED CRISPS_BUY 1 RM8.89_TPR4%_MAILER","Default","12/12/2024","01/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP00000000457145","CC_24","DEC24_GIANT_MDLZ_CADBURY COOKIE_BUY 1 RM6.49_TPR6%_MAILER","Default","01/11/2024","29/12/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP00000000457441","OREO_24","DEC24_TRENDCELL_MDLZ_OREO FS_BUY 1 RM3.09_TPR10%","Default","01/12/2024","31/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000469866","LISTING","24_BSN_CAD_TTA_VR_NEW LISTING","Trade Spend Only","01/02/2024","31/12/2024","Others","Homeshelf","Sent for confirmation"
"NVGMYP00000000457444","OREO_24","NOV24_TRENDCELL_MDLZ_OREO MP_BUY 1 RM6.49_TPR10%","Default","11/11/2024","05/01/2025","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000469867","LISTING","24_BSN_MDLZ_TTA_VR_NEW LISTING","Trade Spend Only","01/02/2024","31/12/2024","Others","Homeshelf","Sent for confirmation"
"NVGMYP00000000457452","JACOB'S_24","DEC24_TRENDCELL_MDLZ_JACOBS BAKED CRISPS_BUY 1 RM8.90_TPR10%","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457456","CC_24","NOV24_TRENDCELL_MDLZ_CADBURY COOKIE_BUY 1 RM6.69_TPR6%","Default","11/11/2024","05/01/2025","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457469","Choco_24","DEC24_TRENDCELL_CADBURY_CDM 180G_BUY 1 RM13.99_TPR14%","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457473","Choco_24","NOV24_TRENDCELL_CADBURY_CDM SHAREBAG_BUY 1 RM8.99_TPR15% ","Default","08/11/2024","05/01/2025","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457474","Choco_24","DEC24_TRENDCELL_CADBURY_CDM SHAREBAG_BUY 1 RM8.49_TPR11%","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457479","TW_24","DEC24_TRENDCELL_MDLZ_CHIPSTER/CHACHO BIG PACK_BUY 1 RM5.40_TPR10%","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457493","CHOCO_24","NOV24_TFP_CADBURY_CDM SHAREBAG_BUY 1 RM8.49_TPR11%_MAILER ","Default","25/11/2024","25/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000457494","CHOCO_24","DEC24_TFP_CADBURY_CDM SHAREBAG_BUY 1 RM8.49_TPR11%_MAILER","Default","01/12/2024","31/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000457504","OREO_24","NOV24_TFP_MDLZ_OREO FS_BUY 1 RM2.99_TPR8% ","Default","25/11/2024","25/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000457505","OREO_24","DEC24_TFP_MDLZ_OREO FS_BUY 1 RM2.99_TPR8% ","Default","01/12/2024","31/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000457510","OREO_24","NOV24_TFP_MDLZ_OREO MP_BUY 1 RM6.30_TPR10% ","Default","25/11/2024","25/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000457511","OREO_24","DEC24_TFP_MDLZ_OREO MP_BUY 1 RM6.30_TPR10%","Default","01/12/2024","31/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000457523","CM_24","NOV24_TFP_MDLZ_CHIPSMORE MVP_BUY 1 RM9.99_TPR 7%","Default","25/11/2024","25/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000457524","CM_24","DEC24_TFP_MDLZ_CM MID PACK_BUY 1 RM3.89_TPR10%  ","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457530","JCB_24","NOV24_TFP_MDLZ_JACOBS MPK 500_BUY 1 RM9.80_TPR8% ","Default","25/11/2024","25/12/2024","NA","Display - Small","Sent for confirmation"
